context,chair(downsampling rate),chair(frame rate),table(downsampling rate),table(frame rate),fridge(downsampling rate),fridge(frame rate),bag(downsampling rate),bag(frame rate),bulletin_board(downsampling rate),bulletin_board(frame rate),bag_2(downsampling rate),bag_2(frame rate),laptop(downsampling rate),laptop(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),plastic_container(downsampling rate),plastic_container(frame rate),shelf(downsampling rate),shelf(frame rate),score
2.0,70.0,8.0,12.0,2.0,64.0,6.0,45.0,7.0,71.0,1.0,34.0,5.0,25.0,2.0,16.0,7.0,36.0,9.0,19.0,5.0,16.0,5.0,232.10509560000003
1.0,40.0,9.0,72.0,4.0,25.0,3.0,2.0,6.0,39.0,9.0,65.0,6.0,64.0,7.0,8.0,5.0,68.0,6.0,94.0,10.0,26.0,2.0,225.72212340000002
1.0,26.0,8.0,62.0,9.0,28.0,7.0,24.0,4.0,35.0,2.0,4.0,6.0,79.0,6.0,90.0,3.0,46.0,5.0,93.0,2.0,96.0,6.0,274.9983953
1.0,81.0,6.0,43.0,2.0,27.0,7.0,31.0,10.0,46.0,6.0,21.0,6.0,12.0,5.0,35.0,9.0,33.0,3.0,22.0,4.0,76.0,6.0,236.6669563
1.0,57.0,7.0,15.0,2.0,12.0,3.0,61.0,8.0,46.0,7.0,23.0,6.0,6.0,1.0,29.0,9.0,3.0,3.0,41.0,1.0,91.0,7.0,207.1812155
2.0,15.0,6.0,27.0,1.0,9.0,4.0,76.0,1.0,90.0,7.0,99.0,6.0,40.0,5.0,64.0,2.0,82.0,9.0,90.0,6.0,67.0,5.0,268.1895033
1.0,32.0,4.0,51.0,7.0,93.0,7.0,44.0,4.0,80.0,6.0,73.0,4.0,74.0,9.0,10.0,10.0,91.0,4.0,48.0,4.0,20.0,6.0,235.7768915
1.0,47.0,3.0,10.0,2.0,86.0,5.0,59.0,4.0,49.0,6.0,18.0,9.0,45.0,6.0,39.0,9.0,35.0,7.0,29.0,2.0,77.0,6.0,246.5201932
2.0,69.0,9.0,62.0,7.0,26.0,4.0,88.0,10.0,37.0,4.0,29.0,6.0,39.0,1.0,79.0,4.0,18.0,1.0,60.0,9.0,76.0,4.0,271.4021644
2.0,24.0,5.0,99.0,7.0,96.0,8.0,66.0,1.0,42.0,5.0,52.0,7.0,66.0,8.0,45.0,7.0,20.0,7.0,94.0,8.0,46.0,4.0,278.8220227
1.0,76.0,4.0,6.0,4.0,66.0,2.0,42.0,6.0,8.0,9.0,66.0,5.0,33.0,5.0,12.0,9.0,88.0,4.0,33.0,9.0,72.0,6.0,207.8216275
1.0,100.0,2.0,54.0,1.0,33.0,1.0,43.0,10.0,59.0,6.0,20.0,2.0,50.0,5.0,58.0,3.0,42.0,4.0,18.0,1.0,90.0,7.0,266.0929896
1.0,63.0,9.0,45.0,7.0,82.0,10.0,70.0,2.0,91.0,9.0,57.0,9.0,80.0,1.0,96.0,10.0,34.0,6.0,50.0,6.0,75.0,4.0,314.6009318
2.0,39.0,1.0,51.0,3.0,56.0,5.0,77.0,7.0,74.0,10.0,12.0,2.0,39.0,9.0,5.0,7.0,7.0,8.0,100.0,2.0,21.0,9.0,226.3556717
1.0,49.0,9.0,73.0,6.0,93.0,7.0,80.0,5.0,14.0,1.0,38.0,5.0,63.0,8.0,12.0,3.0,62.0,9.0,5.0,8.0,100.0,1.0,232.77955459999998
1.0,43.0,5.0,12.0,5.0,29.0,4.0,49.0,10.0,86.0,4.0,63.0,5.0,31.0,6.0,56.0,5.0,50.0,1.0,46.0,9.0,96.0,4.0,251.534639
2.0,36.0,9.0,46.0,6.0,57.0,4.0,99.0,5.0,38.0,6.0,91.0,2.0,34.0,10.0,59.0,4.0,85.0,1.0,97.0,3.0,93.0,3.0,264.1455017
2.0,88.0,8.0,95.0,1.0,9.0,8.0,93.0,4.0,95.0,7.0,77.0,5.0,45.0,10.0,66.0,5.0,39.0,1.0,77.0,10.0,10.0,8.0,269.193403
1.0,24.0,4.0,59.0,2.0,33.0,10.0,24.0,6.0,9.0,1.0,16.0,5.0,71.0,6.0,84.0,1.0,86.0,7.0,63.0,8.0,17.0,10.0,240.54349560000003
1.0,12.0,1.0,8.0,4.0,54.0,4.0,29.0,7.0,83.0,5.0,70.0,3.0,32.0,8.0,12.0,8.0,61.0,3.0,2.0,5.0,19.0,6.0,191.07264980000002
1.0,48.0,5.0,49.0,4.0,1.0,8.0,21.0,3.0,46.0,9.0,80.0,3.0,87.0,10.0,54.0,9.0,37.0,1.0,34.0,9.0,84.0,8.0,263.3329575
2.0,29.0,6.0,44.0,10.0,35.0,5.0,71.0,6.0,44.0,3.0,27.0,3.0,20.0,4.0,50.0,5.0,53.0,9.0,9.0,10.0,96.0,5.0,272.5155635
1.0,35.0,5.0,13.0,10.0,2.0,4.0,82.0,7.0,4.0,7.0,12.0,5.0,84.0,1.0,92.0,8.0,7.0,7.0,81.0,3.0,55.0,10.0,268.5318714
1.0,6.0,1.0,79.0,4.0,78.0,10.0,87.0,8.0,98.0,8.0,40.0,2.0,23.0,6.0,80.0,10.0,12.0,8.0,35.0,10.0,38.0,3.0,246.85703140000004
1.0,63.0,8.0,37.0,4.0,29.0,4.0,25.0,9.0,14.0,9.0,52.0,2.0,90.0,6.0,45.0,9.0,79.0,9.0,67.0,8.0,44.0,7.0,267.527944
1.0,16.0,1.0,16.0,3.0,16.0,5.0,26.0,9.0,90.0,8.0,73.0,9.0,99.0,10.0,73.0,10.0,13.0,5.0,14.0,7.0,22.0,9.0,279.7748267
1.0,24.0,4.0,60.0,2.0,96.0,6.0,91.0,3.0,73.0,6.0,93.0,1.0,89.0,1.0,64.0,8.0,83.0,6.0,47.0,2.0,86.0,9.0,288.0069838
1.0,19.0,6.0,43.0,6.0,87.0,10.0,100.0,9.0,50.0,5.0,26.0,6.0,32.0,9.0,75.0,8.0,46.0,7.0,86.0,8.0,71.0,2.0,277.4816392
2.0,50.0,9.0,62.0,6.0,90.0,10.0,53.0,3.0,85.0,2.0,38.0,5.0,19.0,5.0,42.0,5.0,29.0,5.0,31.0,4.0,94.0,8.0,264.7245564
2.0,89.0,8.0,57.0,5.0,15.0,4.0,58.0,1.0,76.0,10.0,74.0,4.0,5.0,4.0,77.0,3.0,61.0,6.0,69.0,5.0,23.0,6.0,275.0613503000001
1.0,78.0,5.0,4.0,5.0,68.0,9.0,78.0,9.0,98.0,5.0,39.0,8.0,9.0,2.0,39.0,8.0,77.0,10.0,13.0,10.0,14.0,2.0,213.3595064
1.0,23.0,8.0,72.0,1.0,28.0,10.0,35.0,7.0,64.0,10.0,50.0,7.0,98.0,2.0,21.0,10.0,40.0,5.0,35.0,5.0,19.0,1.0,245.37037709999996
1.0,91.0,10.0,39.0,4.0,9.0,4.0,88.0,1.0,8.0,2.0,86.0,5.0,10.0,3.0,30.0,5.0,49.0,8.0,39.0,9.0,31.0,1.0,219.17047890000003
1.0,60.0,3.0,13.0,4.0,53.0,4.0,77.0,7.0,75.0,10.0,28.0,5.0,33.0,6.0,56.0,2.0,46.0,4.0,52.0,3.0,54.0,5.0,236.9015556
2.0,93.0,1.0,75.0,1.0,75.0,5.0,96.0,8.0,17.0,7.0,20.0,9.0,44.0,4.0,83.0,10.0,47.0,5.0,87.0,8.0,30.0,4.0,325.6067199
2.0,28.0,8.0,5.0,1.0,16.0,5.0,91.0,7.0,71.0,9.0,78.0,7.0,7.0,9.0,52.0,8.0,38.0,7.0,97.0,8.0,57.0,6.0,247.6951779
2.0,87.0,8.0,95.0,4.0,42.0,9.0,2.0,1.0,57.0,6.0,27.0,3.0,97.0,5.0,84.0,2.0,3.0,1.0,20.0,6.0,78.0,7.0,248.5922661
2.0,56.0,6.0,17.0,3.0,2.0,4.0,95.0,6.0,4.0,9.0,48.0,6.0,80.0,8.0,63.0,6.0,98.0,8.0,97.0,1.0,32.0,1.0,290.76529370000003
1.0,52.0,10.0,75.0,6.0,75.0,10.0,53.0,4.0,8.0,9.0,33.0,8.0,96.0,10.0,1.0,5.0,100.0,5.0,19.0,10.0,72.0,8.0,270.9891986
2.0,62.0,10.0,88.0,7.0,44.0,3.0,52.0,4.0,38.0,6.0,20.0,3.0,85.0,7.0,81.0,9.0,64.0,9.0,41.0,7.0,40.0,10.0,318.00160070000004
1.0,94.0,10.0,42.0,2.0,2.0,2.0,11.0,2.0,93.0,9.0,67.0,6.0,19.0,2.0,26.0,10.0,74.0,4.0,29.0,10.0,80.0,5.0,231.1532062
1.0,60.0,7.0,24.0,6.0,7.0,4.0,66.0,3.0,9.0,7.0,14.0,3.0,94.0,2.0,30.0,6.0,49.0,10.0,30.0,8.0,75.0,9.0,245.81066459999997
2.0,68.0,3.0,41.0,1.0,27.0,2.0,19.0,4.0,30.0,1.0,16.0,1.0,40.0,10.0,95.0,1.0,26.0,5.0,85.0,2.0,44.0,3.0,254.8610809
1.0,35.0,8.0,22.0,1.0,6.0,9.0,76.0,8.0,5.0,3.0,13.0,6.0,7.0,10.0,4.0,8.0,24.0,10.0,73.0,9.0,52.0,1.0,197.67235370000003
2.0,4.0,2.0,11.0,1.0,31.0,4.0,17.0,7.0,54.0,8.0,58.0,2.0,7.0,3.0,36.0,7.0,9.0,6.0,45.0,9.0,67.0,10.0,160.3427866
1.0,1.0,9.0,26.0,2.0,95.0,5.0,91.0,9.0,91.0,4.0,32.0,3.0,61.0,10.0,63.0,7.0,95.0,9.0,80.0,3.0,83.0,8.0,214.8551631
1.0,22.0,7.0,80.0,5.0,5.0,5.0,86.0,9.0,56.0,6.0,10.0,5.0,34.0,10.0,38.0,9.0,17.0,8.0,9.0,7.0,92.0,4.0,245.1808908
2.0,37.0,9.0,43.0,1.0,60.0,5.0,87.0,2.0,59.0,8.0,12.0,4.0,64.0,2.0,42.0,6.0,70.0,2.0,77.0,3.0,32.0,9.0,262.3679752
1.0,31.0,4.0,70.0,2.0,10.0,8.0,5.0,5.0,64.0,4.0,25.0,5.0,21.0,4.0,12.0,4.0,7.0,10.0,95.0,7.0,78.0,5.0,215.47667189999996
2.0,60.0,2.0,20.0,2.0,10.0,1.0,32.0,6.0,39.0,1.0,12.0,7.0,98.0,3.0,57.0,10.0,22.0,9.0,42.0,1.0,22.0,4.0,280.08383480000003
2.0,30.0,9.0,45.0,6.0,3.0,7.0,3.0,2.0,48.0,8.0,14.0,5.0,87.0,6.0,16.0,4.0,1.0,4.0,91.0,10.0,22.0,8.0,207.2420563
2.0,24.0,5.0,89.0,3.0,79.0,5.0,28.0,8.0,50.0,9.0,10.0,5.0,24.0,10.0,25.0,9.0,15.0,1.0,60.0,10.0,69.0,3.0,232.6008183
2.0,30.0,10.0,98.0,7.0,92.0,10.0,89.0,8.0,39.0,4.0,87.0,7.0,40.0,2.0,4.0,7.0,64.0,9.0,33.0,7.0,71.0,8.0,267.5790449
1.0,72.0,10.0,46.0,2.0,33.0,2.0,79.0,8.0,72.0,6.0,56.0,9.0,97.0,10.0,57.0,2.0,40.0,7.0,14.0,6.0,7.0,4.0,245.570164
2.0,25.0,5.0,75.0,8.0,34.0,7.0,90.0,10.0,16.0,8.0,42.0,7.0,86.0,5.0,4.0,6.0,29.0,1.0,42.0,10.0,56.0,2.0,234.1489007
2.0,20.0,7.0,48.0,10.0,93.0,10.0,96.0,4.0,89.0,3.0,7.0,3.0,62.0,4.0,33.0,2.0,13.0,6.0,69.0,6.0,14.0,2.0,231.46845569999996
1.0,33.0,7.0,96.0,6.0,90.0,8.0,18.0,4.0,61.0,2.0,75.0,9.0,34.0,4.0,75.0,8.0,2.0,2.0,22.0,3.0,3.0,1.0,265.90633560000003
2.0,89.0,10.0,92.0,8.0,90.0,9.0,86.0,10.0,94.0,7.0,23.0,4.0,3.0,5.0,29.0,2.0,51.0,1.0,68.0,1.0,54.0,8.0,220.92826739999998
2.0,12.0,7.0,87.0,8.0,20.0,3.0,75.0,10.0,20.0,10.0,14.0,9.0,33.0,6.0,45.0,6.0,15.0,6.0,35.0,8.0,84.0,2.0,256.6738411
1.0,3.0,8.0,87.0,6.0,3.0,2.0,93.0,10.0,94.0,6.0,1.0,6.0,58.0,3.0,100.0,4.0,32.0,7.0,17.0,8.0,58.0,9.0,215.6954536
1.0,95.0,9.0,97.0,2.0,98.0,4.0,24.0,9.0,17.0,5.0,92.0,7.0,18.0,2.0,95.0,3.0,31.0,2.0,10.0,10.0,7.0,6.0,256.6449121
1.0,13.0,7.0,62.0,6.0,81.0,5.0,16.0,5.0,84.0,2.0,16.0,1.0,9.0,9.0,32.0,3.0,80.0,3.0,46.0,3.0,6.0,7.0,199.92421530000001
2.0,73.0,3.0,35.0,5.0,68.0,5.0,85.0,9.0,9.0,5.0,71.0,10.0,46.0,6.0,14.0,9.0,94.0,7.0,75.0,3.0,63.0,1.0,264.4175894
2.0,30.0,1.0,1.0,7.0,54.0,4.0,91.0,5.0,66.0,8.0,42.0,3.0,42.0,7.0,88.0,4.0,16.0,1.0,83.0,3.0,27.0,9.0,236.42436709999998
2.0,3.0,6.0,59.0,5.0,23.0,2.0,40.0,1.0,62.0,4.0,67.0,3.0,4.0,5.0,84.0,10.0,16.0,9.0,68.0,8.0,72.0,3.0,225.9859076
2.0,1.0,5.0,92.0,1.0,67.0,4.0,83.0,7.0,28.0,6.0,44.0,5.0,77.0,4.0,24.0,1.0,97.0,8.0,50.0,5.0,59.0,1.0,203.8638867
2.0,49.0,10.0,23.0,1.0,61.0,6.0,77.0,10.0,48.0,10.0,33.0,6.0,99.0,7.0,99.0,2.0,29.0,1.0,29.0,2.0,11.0,7.0,245.98488949999998
1.0,75.0,7.0,95.0,2.0,7.0,7.0,15.0,3.0,7.0,2.0,94.0,9.0,53.0,5.0,74.0,7.0,87.0,5.0,5.0,10.0,52.0,5.0,276.6146069999999
1.0,40.0,8.0,15.0,2.0,41.0,10.0,13.0,4.0,79.0,2.0,7.0,4.0,70.0,5.0,72.0,4.0,29.0,10.0,24.0,6.0,77.0,5.0,264.17592890000003
1.0,93.0,1.0,9.0,7.0,74.0,9.0,69.0,8.0,70.0,5.0,71.0,9.0,57.0,5.0,77.0,4.0,59.0,3.0,29.0,3.0,8.0,3.0,254.0852314
1.0,62.0,8.0,8.0,1.0,68.0,4.0,70.0,10.0,28.0,10.0,86.0,1.0,54.0,8.0,28.0,6.0,71.0,10.0,31.0,2.0,91.0,2.0,236.4912808
2.0,65.0,7.0,42.0,1.0,22.0,9.0,4.0,3.0,77.0,7.0,91.0,10.0,75.0,4.0,64.0,5.0,16.0,10.0,34.0,10.0,9.0,5.0,273.169626
2.0,70.0,5.0,54.0,7.0,54.0,10.0,45.0,2.0,81.0,4.0,42.0,10.0,68.0,5.0,60.0,4.0,54.0,7.0,79.0,3.0,50.0,2.0,294.2679804
1.0,33.0,5.0,48.0,5.0,6.0,7.0,5.0,4.0,78.0,3.0,99.0,10.0,2.0,3.0,56.0,2.0,49.0,3.0,80.0,2.0,45.0,3.0,198.11446139999998
1.0,68.0,3.0,88.0,1.0,60.0,2.0,48.0,4.0,84.0,8.0,40.0,1.0,3.0,10.0,23.0,6.0,63.0,8.0,77.0,10.0,45.0,10.0,208.53696990000003
2.0,46.0,10.0,5.0,1.0,18.0,8.0,64.0,3.0,13.0,3.0,32.0,2.0,81.0,2.0,17.0,2.0,97.0,3.0,72.0,9.0,46.0,7.0,214.89176319999999
1.0,48.0,3.0,49.0,9.0,13.0,10.0,62.0,6.0,65.0,7.0,60.0,1.0,76.0,2.0,34.0,7.0,77.0,1.0,50.0,1.0,20.0,3.0,250.33476159999998
2.0,15.0,6.0,7.0,2.0,50.0,8.0,34.0,7.0,21.0,9.0,69.0,7.0,29.0,6.0,22.0,9.0,34.0,3.0,23.0,5.0,79.0,9.0,212.80958859999998
1.0,74.0,4.0,58.0,5.0,66.0,4.0,76.0,1.0,81.0,2.0,93.0,9.0,87.0,5.0,97.0,5.0,92.0,8.0,61.0,4.0,41.0,5.0,297.9641265
1.0,47.0,10.0,46.0,10.0,67.0,9.0,83.0,9.0,24.0,10.0,19.0,2.0,30.0,10.0,58.0,5.0,11.0,9.0,64.0,7.0,80.0,4.0,262.8288364
2.0,76.0,5.0,85.0,3.0,85.0,10.0,13.0,8.0,69.0,10.0,13.0,6.0,82.0,3.0,85.0,5.0,62.0,6.0,20.0,8.0,44.0,4.0,311.1197982
2.0,46.0,9.0,10.0,4.0,38.0,5.0,67.0,7.0,24.0,10.0,41.0,9.0,97.0,1.0,59.0,5.0,83.0,4.0,97.0,2.0,15.0,10.0,271.3541863
1.0,91.0,10.0,82.0,4.0,59.0,4.0,77.0,2.0,32.0,7.0,65.0,3.0,92.0,6.0,33.0,4.0,59.0,10.0,34.0,6.0,59.0,7.0,263.4883823
1.0,81.0,9.0,38.0,3.0,39.0,7.0,10.0,10.0,41.0,2.0,39.0,1.0,59.0,3.0,95.0,5.0,63.0,10.0,21.0,2.0,71.0,3.0,289.3709238
1.0,9.0,2.0,24.0,2.0,84.0,8.0,41.0,4.0,51.0,5.0,83.0,2.0,64.0,1.0,63.0,5.0,77.0,5.0,89.0,7.0,75.0,6.0,246.00330259999998
2.0,92.0,7.0,98.0,3.0,18.0,6.0,31.0,8.0,10.0,10.0,82.0,4.0,28.0,8.0,84.0,2.0,50.0,4.0,65.0,8.0,73.0,2.0,272.29400300000003
2.0,83.0,10.0,33.0,4.0,48.0,7.0,87.0,6.0,64.0,10.0,31.0,5.0,56.0,4.0,88.0,3.0,37.0,5.0,63.0,2.0,42.0,10.0,285.9333442
1.0,36.0,2.0,78.0,5.0,64.0,8.0,15.0,6.0,38.0,9.0,49.0,9.0,68.0,5.0,69.0,3.0,88.0,7.0,15.0,6.0,57.0,1.0,270.52921790000005
2.0,22.0,2.0,7.0,6.0,5.0,6.0,57.0,10.0,69.0,7.0,5.0,4.0,42.0,8.0,40.0,5.0,95.0,1.0,68.0,1.0,21.0,5.0,220.16170440000005
1.0,7.0,9.0,57.0,8.0,19.0,4.0,3.0,4.0,79.0,3.0,15.0,4.0,95.0,6.0,98.0,4.0,97.0,7.0,37.0,1.0,57.0,4.0,241.17012260000004
1.0,30.0,9.0,77.0,2.0,11.0,8.0,68.0,7.0,13.0,4.0,70.0,7.0,54.0,2.0,79.0,3.0,93.0,6.0,61.0,3.0,100.0,7.0,269.73645369999997
1.0,52.0,6.0,2.0,1.0,39.0,7.0,44.0,9.0,15.0,1.0,92.0,1.0,31.0,1.0,84.0,10.0,33.0,7.0,68.0,7.0,31.0,1.0,264.5317119
1.0,27.0,4.0,71.0,7.0,51.0,2.0,18.0,8.0,57.0,4.0,22.0,6.0,93.0,4.0,8.0,8.0,15.0,7.0,89.0,7.0,81.0,9.0,237.2288984
1.0,5.0,10.0,15.0,6.0,6.0,3.0,84.0,5.0,4.0,4.0,68.0,1.0,76.0,3.0,83.0,4.0,12.0,4.0,58.0,6.0,30.0,10.0,205.636077
1.0,36.0,10.0,99.0,7.0,32.0,5.0,9.0,1.0,94.0,8.0,6.0,8.0,17.0,7.0,41.0,6.0,28.0,7.0,58.0,6.0,84.0,6.0,253.8214438
1.0,6.0,3.0,95.0,2.0,71.0,7.0,100.0,8.0,88.0,6.0,12.0,6.0,18.0,3.0,29.0,7.0,84.0,9.0,96.0,10.0,94.0,2.0,203.0887188
2.0,10.0,9.0,15.0,6.0,12.0,4.0,35.0,6.0,75.0,2.0,4.0,7.0,91.0,4.0,54.0,10.0,37.0,4.0,58.0,2.0,9.0,9.0,244.42660940000005
2.0,21.0,6.0,93.0,9.0,14.0,6.0,23.0,1.0,4.0,1.0,71.0,6.0,17.0,4.0,8.0,2.0,52.0,1.0,5.0,2.0,27.0,9.0,197.88716369999997
1.0,83.0,7.0,36.0,7.0,22.0,9.0,56.0,5.0,65.0,7.0,58.0,8.0,5.0,9.0,95.0,7.0,50.0,10.0,58.0,1.0,87.0,7.0,259.7787069
2.0,96.0,4.0,42.0,10.0,33.0,1.0,48.0,2.0,63.0,3.0,76.0,7.0,23.0,6.0,78.0,1.0,15.0,2.0,73.0,10.0,41.0,10.0,238.03164150000003
1.0,29.0,8.0,26.0,4.0,35.0,10.0,71.0,2.0,54.0,4.0,94.0,5.0,53.0,1.0,70.0,3.0,84.0,4.0,83.0,5.0,94.0,4.0,260.7264264
2.0,4.0,2.0,78.0,6.0,3.0,4.0,71.0,9.0,20.0,2.0,70.0,4.0,9.0,1.0,76.0,1.0,22.0,4.0,74.0,10.0,18.0,5.0,171.08161330000001
1.0,18.0,1.0,99.0,4.0,40.0,2.0,55.0,10.0,47.0,3.0,90.0,7.0,61.0,3.0,3.0,1.0,35.0,9.0,63.0,7.0,20.0,9.0,240.1172898
2.0,64.0,9.0,7.0,1.0,30.0,9.0,26.0,9.0,60.0,5.0,84.0,5.0,57.0,8.0,25.0,7.0,24.0,8.0,25.0,9.0,58.0,4.0,235.9984651
2.0,50.0,2.0,44.0,2.0,5.0,2.0,45.0,9.0,50.0,6.0,21.0,8.0,49.0,8.0,52.0,1.0,42.0,1.0,78.0,8.0,67.0,7.0,227.0556675
2.0,64.0,6.0,30.0,10.0,85.0,9.0,41.0,9.0,78.0,10.0,10.0,7.0,91.0,3.0,22.0,8.0,68.0,7.0,23.0,4.0,7.0,1.0,254.86844900000006
2.0,10.0,4.0,15.0,10.0,32.0,10.0,59.0,3.0,54.0,10.0,72.0,9.0,74.0,9.0,41.0,4.0,86.0,3.0,46.0,6.0,29.0,2.0,232.3577598
2.0,32.0,10.0,31.0,1.0,78.0,4.0,60.0,4.0,8.0,2.0,31.0,1.0,31.0,6.0,59.0,6.0,2.0,6.0,2.0,7.0,89.0,10.0,230.92043590000003
1.0,93.0,7.0,94.0,8.0,77.0,1.0,100.0,4.0,47.0,10.0,54.0,10.0,23.0,5.0,26.0,2.0,86.0,1.0,97.0,2.0,88.0,10.0,234.6959161
1.0,30.0,8.0,82.0,2.0,46.0,10.0,73.0,4.0,77.0,7.0,39.0,2.0,50.0,1.0,13.0,5.0,20.0,7.0,22.0,5.0,2.0,10.0,217.1614024
1.0,63.0,7.0,32.0,4.0,82.0,1.0,14.0,1.0,70.0,3.0,77.0,6.0,13.0,7.0,48.0,10.0,54.0,7.0,97.0,6.0,57.0,7.0,261.2014807
2.0,35.0,8.0,52.0,8.0,97.0,10.0,73.0,4.0,16.0,8.0,73.0,10.0,61.0,4.0,34.0,3.0,27.0,5.0,49.0,7.0,40.0,6.0,253.53866509999997
2.0,72.0,4.0,20.0,1.0,28.0,6.0,82.0,1.0,19.0,9.0,82.0,8.0,59.0,2.0,90.0,4.0,91.0,4.0,85.0,5.0,61.0,4.0,291.63919999999996
1.0,86.0,5.0,68.0,3.0,17.0,6.0,37.0,1.0,2.0,3.0,91.0,10.0,82.0,1.0,25.0,4.0,42.0,1.0,86.0,10.0,85.0,10.0,239.3621066
2.0,67.0,3.0,100.0,3.0,21.0,9.0,13.0,5.0,97.0,8.0,91.0,5.0,15.0,5.0,55.0,8.0,46.0,5.0,63.0,9.0,51.0,3.0,292.0891121
2.0,40.0,5.0,46.0,6.0,29.0,10.0,40.0,6.0,88.0,4.0,28.0,3.0,93.0,10.0,1.0,10.0,35.0,1.0,90.0,6.0,100.0,3.0,263.2655172
2.0,71.0,9.0,30.0,10.0,60.0,8.0,28.0,8.0,96.0,3.0,19.0,10.0,80.0,1.0,34.0,9.0,5.0,2.0,62.0,2.0,93.0,5.0,244.6262493
2.0,70.0,1.0,88.0,8.0,79.0,5.0,8.0,5.0,69.0,9.0,37.0,7.0,29.0,10.0,71.0,8.0,18.0,6.0,50.0,2.0,3.0,1.0,275.5243555
2.0,52.0,10.0,68.0,5.0,55.0,9.0,24.0,3.0,97.0,7.0,23.0,8.0,45.0,8.0,70.0,9.0,2.0,7.0,44.0,6.0,77.0,6.0,275.1969504
2.0,42.0,2.0,64.0,1.0,21.0,2.0,83.0,9.0,37.0,4.0,61.0,3.0,4.0,3.0,28.0,9.0,65.0,4.0,66.0,3.0,61.0,1.0,246.5156535
2.0,29.0,6.0,33.0,2.0,92.0,9.0,70.0,4.0,89.0,7.0,54.0,7.0,32.0,9.0,44.0,2.0,81.0,4.0,40.0,3.0,34.0,4.0,252.36979130000003
2.0,49.0,2.0,80.0,1.0,98.0,6.0,80.0,8.0,41.0,4.0,22.0,9.0,19.0,8.0,62.0,4.0,35.0,6.0,41.0,7.0,76.0,8.0,282.52739149999996
1.0,13.0,7.0,56.0,8.0,39.0,8.0,21.0,6.0,21.0,9.0,3.0,5.0,92.0,4.0,21.0,7.0,63.0,1.0,22.0,7.0,48.0,4.0,230.6525914
1.0,87.0,4.0,49.0,8.0,52.0,9.0,64.0,10.0,11.0,7.0,11.0,6.0,25.0,4.0,60.0,2.0,73.0,4.0,11.0,2.0,25.0,5.0,240.9032579
2.0,39.0,3.0,61.0,5.0,58.0,7.0,33.0,2.0,40.0,3.0,92.0,9.0,93.0,10.0,80.0,4.0,10.0,6.0,6.0,6.0,1.0,6.0,247.08509199999997
1.0,37.0,1.0,31.0,1.0,91.0,8.0,96.0,1.0,25.0,8.0,59.0,1.0,4.0,9.0,32.0,5.0,15.0,8.0,15.0,2.0,68.0,2.0,207.2138644
1.0,87.0,2.0,75.0,6.0,79.0,9.0,21.0,9.0,65.0,3.0,4.0,3.0,15.0,4.0,27.0,9.0,7.0,5.0,69.0,10.0,71.0,5.0,240.196127
1.0,11.0,5.0,14.0,8.0,22.0,7.0,72.0,4.0,74.0,8.0,5.0,2.0,77.0,5.0,11.0,4.0,25.0,4.0,68.0,9.0,62.0,1.0,209.166452
1.0,18.0,1.0,96.0,10.0,86.0,8.0,11.0,9.0,80.0,6.0,85.0,2.0,99.0,4.0,85.0,3.0,87.0,4.0,98.0,2.0,24.0,9.0,276.1205749999999
2.0,65.0,7.0,39.0,8.0,17.0,6.0,85.0,3.0,84.0,1.0,90.0,10.0,37.0,3.0,70.0,1.0,13.0,5.0,3.0,1.0,50.0,6.0,222.2067917
2.0,49.0,3.0,54.0,8.0,92.0,4.0,29.0,4.0,16.0,8.0,79.0,2.0,16.0,7.0,42.0,8.0,38.0,10.0,92.0,10.0,22.0,4.0,293.7929506
2.0,25.0,6.0,86.0,10.0,43.0,3.0,22.0,10.0,7.0,10.0,72.0,3.0,3.0,4.0,92.0,7.0,10.0,10.0,63.0,7.0,39.0,2.0,268.0361921
1.0,64.0,7.0,100.0,4.0,57.0,4.0,40.0,7.0,93.0,7.0,35.0,10.0,22.0,3.0,10.0,6.0,77.0,4.0,79.0,4.0,3.0,1.0,218.55898449999998
1.0,77.0,2.0,72.0,7.0,42.0,5.0,31.0,7.0,67.0,2.0,36.0,5.0,98.0,3.0,12.0,2.0,32.0,9.0,50.0,1.0,18.0,3.0,237.14503200000001
1.0,79.0,5.0,30.0,2.0,93.0,1.0,27.0,1.0,98.0,9.0,74.0,8.0,82.0,1.0,22.0,5.0,55.0,2.0,70.0,2.0,12.0,1.0,239.4182353
2.0,68.0,3.0,46.0,9.0,51.0,9.0,11.0,4.0,4.0,1.0,74.0,9.0,65.0,1.0,11.0,3.0,37.0,9.0,54.0,4.0,28.0,3.0,243.57676990000002
1.0,86.0,8.0,5.0,1.0,47.0,1.0,82.0,8.0,98.0,9.0,56.0,9.0,57.0,8.0,81.0,5.0,67.0,3.0,75.0,6.0,29.0,1.0,262.19095569999996
2.0,81.0,7.0,98.0,4.0,68.0,3.0,45.0,6.0,30.0,8.0,95.0,1.0,42.0,9.0,56.0,6.0,51.0,3.0,99.0,1.0,80.0,1.0,286.9310816
1.0,31.0,8.0,40.0,1.0,59.0,9.0,12.0,3.0,16.0,10.0,74.0,5.0,34.0,8.0,1.0,3.0,1.0,4.0,97.0,10.0,5.0,6.0,235.66577569999998
