context,computer(downsampling rate),computer(frame rate),computer_2(downsampling rate),computer_2(frame rate),cups(downsampling rate),cups(frame rate),desk(downsampling rate),desk(frame rate),chair(downsampling rate),chair(frame rate),papers(downsampling rate),papers(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,47.0,3.0,99.0,1.0,27.0,1.0,75.0,6.0,24.0,2.0,19.0,8.0,99.0,3.0,19.0,7.0,304.54898629999997
2.0,24.0,4.0,9.0,10.0,27.0,2.0,81.0,6.0,85.0,7.0,61.0,1.0,96.0,7.0,50.0,10.0,292.05156700000003
1.0,75.0,9.0,38.0,5.0,43.0,10.0,76.0,2.0,11.0,9.0,27.0,9.0,41.0,10.0,67.0,10.0,273.635198
2.0,86.0,6.0,50.0,7.0,50.0,9.0,26.0,8.0,92.0,7.0,1.0,7.0,3.0,1.0,35.0,10.0,246.3426793
2.0,63.0,7.0,50.0,4.0,70.0,6.0,91.0,3.0,63.0,7.0,85.0,3.0,86.0,3.0,1.0,9.0,236.7861857
2.0,98.0,5.0,42.0,6.0,64.0,9.0,75.0,8.0,93.0,2.0,82.0,1.0,66.0,5.0,8.0,8.0,244.3270223
2.0,31.0,4.0,82.0,9.0,35.0,3.0,4.0,5.0,2.0,9.0,89.0,1.0,34.0,5.0,5.0,7.0,141.08629489999998
2.0,3.0,8.0,18.0,4.0,74.0,1.0,93.0,1.0,5.0,8.0,56.0,9.0,84.0,6.0,71.0,2.0,192.22827499999997
1.0,22.0,2.0,99.0,3.0,43.0,2.0,42.0,3.0,1.0,2.0,77.0,7.0,42.0,3.0,87.0,7.0,247.04689089999997
2.0,25.0,4.0,83.0,5.0,17.0,6.0,39.0,9.0,63.0,2.0,93.0,8.0,38.0,9.0,27.0,3.0,203.9972597
1.0,31.0,6.0,31.0,7.0,13.0,10.0,84.0,7.0,76.0,6.0,79.0,3.0,76.0,6.0,3.0,1.0,303.95872239999994
1.0,87.0,3.0,78.0,6.0,42.0,1.0,77.0,3.0,39.0,6.0,6.0,9.0,33.0,6.0,32.0,4.0,263.10542580000003
1.0,73.0,9.0,19.0,6.0,93.0,6.0,27.0,3.0,39.0,2.0,82.0,9.0,8.0,7.0,20.0,8.0,255.53403509999998
2.0,35.0,7.0,80.0,5.0,73.0,10.0,91.0,2.0,59.0,9.0,19.0,8.0,42.0,10.0,89.0,10.0,263.8423324
2.0,89.0,1.0,49.0,1.0,77.0,7.0,44.0,7.0,75.0,2.0,95.0,10.0,78.0,6.0,46.0,8.0,267.0260056999999
1.0,45.0,9.0,18.0,4.0,25.0,7.0,60.0,3.0,93.0,8.0,33.0,8.0,83.0,9.0,51.0,4.0,306.6220708
2.0,76.0,7.0,29.0,6.0,81.0,4.0,18.0,1.0,2.0,3.0,29.0,6.0,78.0,2.0,86.0,6.0,206.1529988
2.0,26.0,3.0,13.0,8.0,34.0,7.0,24.0,9.0,44.0,2.0,70.0,2.0,60.0,3.0,5.0,6.0,213.8799632
2.0,88.0,10.0,90.0,7.0,30.0,1.0,50.0,8.0,82.0,3.0,19.0,5.0,48.0,5.0,46.0,1.0,206.40533340000002
1.0,13.0,2.0,75.0,4.0,65.0,1.0,8.0,9.0,29.0,6.0,29.0,2.0,2.0,5.0,89.0,8.0,257.37046760000004
2.0,18.0,2.0,48.0,5.0,87.0,8.0,92.0,3.0,67.0,1.0,93.0,9.0,51.0,5.0,44.0,5.0,238.3851136
2.0,59.0,6.0,55.0,5.0,70.0,3.0,85.0,6.0,69.0,3.0,69.0,3.0,97.0,10.0,61.0,9.0,279.88821709999996
2.0,63.0,2.0,46.0,5.0,32.0,9.0,19.0,7.0,66.0,3.0,77.0,10.0,87.0,10.0,36.0,9.0,266.64198650000003
2.0,23.0,6.0,90.0,4.0,48.0,4.0,43.0,7.0,86.0,5.0,84.0,2.0,5.0,8.0,45.0,7.0,214.24508499999996
2.0,4.0,5.0,84.0,9.0,39.0,7.0,98.0,1.0,56.0,5.0,50.0,7.0,38.0,5.0,66.0,5.0,202.1244102
1.0,99.0,2.0,96.0,4.0,3.0,1.0,27.0,8.0,65.0,4.0,31.0,6.0,37.0,1.0,10.0,3.0,243.98807480000002
1.0,18.0,10.0,84.0,3.0,68.0,10.0,57.0,6.0,26.0,10.0,89.0,10.0,91.0,4.0,10.0,8.0,315.217889
2.0,66.0,10.0,24.0,2.0,86.0,5.0,23.0,10.0,2.0,8.0,100.0,10.0,34.0,5.0,99.0,9.0,188.1054438
1.0,68.0,4.0,35.0,2.0,35.0,2.0,5.0,2.0,74.0,9.0,79.0,6.0,68.0,4.0,71.0,5.0,267.4458215
1.0,71.0,6.0,6.0,3.0,3.0,1.0,89.0,2.0,80.0,1.0,3.0,4.0,40.0,10.0,4.0,6.0,222.1615491
2.0,38.0,6.0,77.0,6.0,58.0,8.0,63.0,3.0,63.0,10.0,90.0,6.0,21.0,5.0,27.0,5.0,209.56609899999998
1.0,89.0,4.0,50.0,9.0,17.0,10.0,78.0,6.0,12.0,10.0,96.0,2.0,86.0,1.0,36.0,10.0,278.8788624
2.0,29.0,1.0,36.0,9.0,51.0,1.0,29.0,9.0,20.0,9.0,27.0,6.0,65.0,5.0,48.0,6.0,243.58235799999997
1.0,99.0,5.0,45.0,6.0,7.0,4.0,70.0,5.0,26.0,6.0,22.0,2.0,8.0,10.0,82.0,4.0,245.9145492
1.0,88.0,8.0,84.0,10.0,75.0,6.0,16.0,6.0,13.0,2.0,29.0,5.0,73.0,6.0,75.0,10.0,301.2365119
1.0,9.0,2.0,14.0,5.0,64.0,3.0,77.0,9.0,29.0,7.0,4.0,8.0,73.0,8.0,11.0,4.0,281.45250580000004
2.0,73.0,5.0,86.0,5.0,76.0,4.0,49.0,3.0,74.0,3.0,39.0,2.0,70.0,7.0,30.0,5.0,256.0810043
1.0,87.0,1.0,58.0,3.0,11.0,9.0,89.0,6.0,67.0,4.0,80.0,5.0,89.0,5.0,32.0,7.0,316.40616600000004
2.0,7.0,8.0,36.0,9.0,49.0,3.0,22.0,7.0,97.0,9.0,25.0,10.0,48.0,9.0,53.0,7.0,222.28788969999997
1.0,43.0,1.0,3.0,8.0,73.0,2.0,92.0,4.0,73.0,4.0,89.0,10.0,87.0,8.0,2.0,4.0,268.8634559
1.0,58.0,7.0,28.0,3.0,37.0,5.0,66.0,2.0,45.0,6.0,97.0,4.0,66.0,1.0,12.0,2.0,274.25393610000003
2.0,7.0,4.0,88.0,8.0,56.0,10.0,15.0,10.0,72.0,1.0,35.0,5.0,26.0,9.0,75.0,8.0,203.93177460000004
2.0,99.0,1.0,70.0,8.0,28.0,9.0,96.0,7.0,99.0,9.0,30.0,5.0,42.0,7.0,99.0,1.0,202.3328578
1.0,16.0,1.0,19.0,10.0,80.0,2.0,57.0,3.0,49.0,5.0,30.0,5.0,16.0,1.0,48.0,3.0,238.5972926
2.0,70.0,8.0,39.0,2.0,91.0,1.0,7.0,10.0,84.0,3.0,23.0,10.0,34.0,6.0,37.0,4.0,187.2047336
2.0,18.0,8.0,57.0,3.0,59.0,5.0,38.0,7.0,76.0,2.0,76.0,6.0,15.0,8.0,66.0,3.0,188.2961909
2.0,37.0,3.0,60.0,7.0,36.0,5.0,53.0,9.0,99.0,9.0,43.0,6.0,39.0,9.0,4.0,10.0,219.1771676
1.0,90.0,9.0,90.0,2.0,17.0,8.0,10.0,2.0,5.0,6.0,67.0,6.0,16.0,4.0,4.0,1.0,212.0648905
2.0,48.0,3.0,91.0,5.0,99.0,3.0,43.0,2.0,42.0,10.0,54.0,8.0,93.0,2.0,90.0,7.0,246.7338868
1.0,59.0,5.0,90.0,4.0,91.0,5.0,29.0,8.0,1.0,7.0,20.0,3.0,63.0,8.0,51.0,7.0,265.93763110000003
2.0,41.0,8.0,10.0,6.0,11.0,7.0,1.0,5.0,97.0,4.0,58.0,10.0,93.0,4.0,87.0,5.0,213.6455842
1.0,78.0,4.0,92.0,1.0,35.0,5.0,82.0,2.0,18.0,3.0,8.0,4.0,43.0,1.0,48.0,6.0,255.02596440000002
2.0,30.0,3.0,70.0,10.0,93.0,5.0,4.0,6.0,95.0,9.0,29.0,1.0,40.0,3.0,49.0,2.0,168.54955329999999
1.0,52.0,5.0,36.0,4.0,50.0,7.0,29.0,7.0,52.0,2.0,63.0,8.0,100.0,10.0,25.0,4.0,335.2496514
1.0,39.0,6.0,13.0,5.0,42.0,6.0,9.0,5.0,45.0,8.0,49.0,2.0,8.0,9.0,44.0,10.0,238.38615930000003
2.0,78.0,3.0,81.0,4.0,47.0,9.0,92.0,7.0,22.0,2.0,27.0,1.0,28.0,10.0,86.0,2.0,197.96585560000003
1.0,50.0,9.0,81.0,7.0,35.0,1.0,58.0,5.0,66.0,4.0,20.0,2.0,5.0,9.0,84.0,4.0,259.02860960000004
1.0,66.0,4.0,79.0,10.0,48.0,8.0,94.0,8.0,95.0,10.0,61.0,7.0,75.0,2.0,63.0,5.0,297.1366539
1.0,38.0,1.0,83.0,3.0,14.0,8.0,18.0,7.0,78.0,8.0,92.0,8.0,100.0,6.0,14.0,9.0,313.9185634
2.0,57.0,9.0,77.0,3.0,83.0,5.0,73.0,6.0,21.0,5.0,87.0,9.0,86.0,4.0,64.0,5.0,261.0103005
1.0,64.0,7.0,86.0,10.0,48.0,7.0,74.0,9.0,14.0,6.0,39.0,4.0,52.0,6.0,54.0,3.0,287.2115735
2.0,93.0,3.0,58.0,3.0,35.0,4.0,80.0,9.0,47.0,1.0,99.0,4.0,18.0,4.0,26.0,10.0,236.3173662
1.0,58.0,1.0,15.0,4.0,92.0,10.0,98.0,1.0,77.0,8.0,82.0,9.0,15.0,10.0,70.0,9.0,258.2186178
1.0,66.0,7.0,99.0,1.0,28.0,6.0,6.0,3.0,69.0,8.0,81.0,9.0,95.0,6.0,19.0,1.0,292.35638989999995
2.0,9.0,5.0,9.0,5.0,59.0,2.0,14.0,8.0,9.0,8.0,12.0,9.0,43.0,6.0,38.0,8.0,193.59052069999998
2.0,18.0,7.0,25.0,8.0,100.0,9.0,73.0,7.0,64.0,7.0,83.0,1.0,99.0,9.0,63.0,10.0,302.621897
2.0,69.0,4.0,65.0,10.0,83.0,6.0,19.0,4.0,22.0,1.0,2.0,2.0,90.0,7.0,2.0,8.0,240.27435279999997
1.0,86.0,10.0,25.0,3.0,61.0,8.0,57.0,9.0,15.0,8.0,7.0,7.0,7.0,6.0,36.0,7.0,245.84766539999998
2.0,1.0,5.0,30.0,4.0,95.0,10.0,19.0,1.0,92.0,9.0,48.0,3.0,8.0,9.0,4.0,4.0,151.7339328
1.0,72.0,4.0,27.0,10.0,80.0,4.0,28.0,9.0,25.0,2.0,11.0,1.0,3.0,7.0,67.0,1.0,258.4907035
2.0,18.0,1.0,6.0,9.0,69.0,2.0,88.0,3.0,41.0,8.0,67.0,9.0,46.0,2.0,93.0,1.0,186.09920879999999
2.0,96.0,8.0,13.0,8.0,84.0,1.0,8.0,2.0,53.0,10.0,75.0,3.0,66.0,6.0,26.0,8.0,231.94321279999997
1.0,52.0,4.0,66.0,10.0,84.0,1.0,42.0,6.0,100.0,1.0,14.0,7.0,78.0,5.0,25.0,7.0,304.1353926
1.0,76.0,6.0,48.0,6.0,34.0,10.0,90.0,3.0,39.0,6.0,1.0,8.0,19.0,8.0,57.0,7.0,258.75930089999997
2.0,71.0,9.0,68.0,8.0,89.0,10.0,62.0,2.0,47.0,1.0,1.0,4.0,81.0,3.0,35.0,1.0,228.4206824
1.0,54.0,1.0,49.0,1.0,55.0,9.0,11.0,7.0,76.0,8.0,90.0,8.0,10.0,4.0,35.0,9.0,249.3539909
2.0,53.0,9.0,49.0,3.0,21.0,4.0,64.0,6.0,47.0,1.0,44.0,6.0,68.0,9.0,83.0,9.0,254.2200706
1.0,29.0,5.0,15.0,9.0,28.0,1.0,36.0,7.0,21.0,6.0,28.0,1.0,21.0,5.0,88.0,9.0,247.4155072
1.0,54.0,5.0,32.0,8.0,4.0,7.0,24.0,6.0,44.0,5.0,66.0,5.0,95.0,8.0,64.0,3.0,309.8789268
2.0,74.0,9.0,59.0,9.0,51.0,8.0,27.0,7.0,21.0,10.0,20.0,10.0,19.0,10.0,4.0,8.0,192.18736909999998
1.0,76.0,8.0,88.0,3.0,48.0,7.0,14.0,9.0,85.0,10.0,76.0,7.0,61.0,7.0,92.0,5.0,298.85030159999997
1.0,84.0,2.0,94.0,10.0,72.0,4.0,8.0,1.0,100.0,5.0,82.0,10.0,71.0,7.0,43.0,5.0,297.5906978
2.0,7.0,6.0,66.0,8.0,57.0,3.0,31.0,7.0,44.0,5.0,73.0,4.0,75.0,9.0,61.0,7.0,251.9891966
1.0,21.0,8.0,71.0,6.0,72.0,10.0,69.0,1.0,54.0,3.0,51.0,6.0,44.0,7.0,18.0,4.0,282.5006943
1.0,28.0,2.0,40.0,4.0,68.0,7.0,70.0,7.0,92.0,10.0,65.0,2.0,68.0,1.0,81.0,4.0,275.78332480000006
1.0,43.0,7.0,13.0,10.0,61.0,4.0,51.0,10.0,9.0,9.0,79.0,2.0,25.0,10.0,28.0,9.0,240.3136825
2.0,57.0,6.0,80.0,10.0,48.0,7.0,90.0,2.0,33.0,10.0,15.0,9.0,87.0,10.0,51.0,3.0,257.0327658
2.0,24.0,7.0,2.0,4.0,21.0,7.0,20.0,9.0,46.0,9.0,30.0,8.0,89.0,4.0,70.0,10.0,260.2602621
1.0,55.0,1.0,38.0,4.0,92.0,7.0,31.0,9.0,97.0,6.0,51.0,6.0,85.0,7.0,65.0,8.0,319.49385579999995
2.0,2.0,2.0,47.0,4.0,69.0,3.0,3.0,3.0,90.0,3.0,48.0,10.0,46.0,6.0,6.0,5.0,153.7089736
2.0,89.0,8.0,25.0,5.0,93.0,6.0,55.0,3.0,17.0,3.0,46.0,6.0,65.0,9.0,58.0,8.0,255.20528729999998
2.0,35.0,2.0,93.0,10.0,98.0,4.0,63.0,8.0,21.0,8.0,47.0,9.0,29.0,9.0,99.0,7.0,222.09870270000002
1.0,32.0,9.0,7.0,10.0,96.0,6.0,80.0,2.0,90.0,8.0,3.0,7.0,32.0,9.0,39.0,7.0,237.55981959999997
1.0,86.0,4.0,38.0,8.0,62.0,10.0,14.0,2.0,31.0,6.0,69.0,6.0,43.0,8.0,55.0,10.0,282.7651044
1.0,78.0,2.0,69.0,3.0,49.0,4.0,32.0,2.0,14.0,5.0,35.0,5.0,37.0,1.0,71.0,7.0,255.3677224
1.0,12.0,5.0,20.0,6.0,11.0,4.0,34.0,5.0,13.0,5.0,11.0,5.0,80.0,1.0,42.0,7.0,248.25357870000002
1.0,7.0,3.0,70.0,8.0,53.0,5.0,9.0,4.0,31.0,1.0,85.0,9.0,83.0,8.0,81.0,7.0,288.2111042
1.0,86.0,3.0,95.0,2.0,38.0,1.0,89.0,4.0,71.0,2.0,52.0,2.0,19.0,7.0,2.0,6.0,264.9204008
2.0,67.0,9.0,70.0,7.0,20.0,8.0,35.0,8.0,87.0,3.0,92.0,8.0,20.0,2.0,73.0,4.0,193.70152
2.0,81.0,2.0,5.0,6.0,47.0,8.0,56.0,10.0,10.0,10.0,36.0,10.0,22.0,1.0,25.0,5.0,165.796251
2.0,45.0,1.0,6.0,4.0,49.0,9.0,30.0,9.0,20.0,3.0,3.0,7.0,69.0,8.0,77.0,5.0,234.7320748
1.0,3.0,10.0,29.0,10.0,48.0,3.0,75.0,9.0,5.0,10.0,35.0,8.0,11.0,7.0,17.0,3.0,173.7945722
1.0,99.0,10.0,63.0,5.0,39.0,5.0,77.0,8.0,2.0,2.0,69.0,5.0,24.0,1.0,80.0,7.0,231.75070729999996
1.0,33.0,7.0,89.0,7.0,40.0,2.0,46.0,8.0,100.0,2.0,60.0,8.0,86.0,8.0,19.0,9.0,320.6125422
1.0,23.0,4.0,95.0,3.0,31.0,2.0,95.0,10.0,53.0,10.0,28.0,5.0,42.0,9.0,23.0,3.0,274.1758009
2.0,70.0,10.0,72.0,2.0,28.0,7.0,34.0,5.0,18.0,4.0,96.0,3.0,69.0,4.0,11.0,2.0,223.0930627
1.0,21.0,1.0,3.0,10.0,37.0,7.0,31.0,9.0,69.0,7.0,62.0,6.0,66.0,10.0,47.0,7.0,251.74038410000003
2.0,33.0,6.0,12.0,4.0,20.0,3.0,61.0,7.0,50.0,1.0,62.0,4.0,69.0,2.0,38.0,1.0,202.3300163
2.0,77.0,3.0,13.0,10.0,28.0,7.0,73.0,2.0,70.0,10.0,69.0,7.0,8.0,4.0,57.0,4.0,191.19714989999997
2.0,1.0,3.0,91.0,8.0,90.0,6.0,4.0,4.0,63.0,4.0,78.0,10.0,55.0,7.0,85.0,6.0,181.68489300000002
1.0,75.0,8.0,30.0,3.0,92.0,2.0,14.0,1.0,15.0,3.0,99.0,10.0,90.0,2.0,32.0,4.0,286.3143235
1.0,83.0,3.0,59.0,4.0,55.0,1.0,68.0,9.0,90.0,7.0,24.0,6.0,90.0,3.0,78.0,7.0,307.2906701
1.0,20.0,10.0,86.0,2.0,34.0,5.0,18.0,5.0,92.0,8.0,30.0,9.0,89.0,2.0,20.0,3.0,283.26153780000004
2.0,80.0,3.0,12.0,10.0,18.0,6.0,65.0,8.0,10.0,9.0,18.0,7.0,67.0,5.0,91.0,9.0,227.87441359999997
2.0,18.0,10.0,48.0,2.0,41.0,8.0,77.0,3.0,20.0,9.0,63.0,7.0,68.0,7.0,68.0,5.0,252.5864375
1.0,93.0,1.0,52.0,9.0,87.0,9.0,34.0,5.0,87.0,2.0,84.0,4.0,23.0,4.0,100.0,6.0,263.67248060000003
1.0,13.0,7.0,46.0,8.0,79.0,6.0,3.0,2.0,47.0,4.0,33.0,5.0,60.0,4.0,10.0,2.0,247.61505209999996
1.0,38.0,1.0,32.0,6.0,53.0,10.0,39.0,3.0,47.0,3.0,41.0,3.0,91.0,4.0,53.0,9.0,306.7165655
1.0,39.0,7.0,84.0,1.0,41.0,5.0,74.0,8.0,14.0,6.0,33.0,7.0,69.0,7.0,4.0,6.0,300.02653699999996
1.0,1.0,5.0,4.0,3.0,74.0,4.0,83.0,6.0,82.0,1.0,56.0,2.0,65.0,1.0,53.0,9.0,181.7963161
1.0,71.0,7.0,88.0,8.0,23.0,5.0,12.0,2.0,84.0,1.0,25.0,8.0,100.0,1.0,5.0,7.0,268.754672
2.0,66.0,9.0,48.0,7.0,70.0,4.0,29.0,3.0,33.0,6.0,88.0,3.0,93.0,2.0,36.0,8.0,245.40722719999997
2.0,66.0,3.0,56.0,8.0,57.0,7.0,33.0,10.0,37.0,8.0,35.0,10.0,49.0,2.0,78.0,1.0,195.53190120000002
2.0,95.0,5.0,20.0,8.0,39.0,7.0,82.0,8.0,21.0,7.0,15.0,5.0,21.0,7.0,73.0,4.0,196.5476289
1.0,8.0,1.0,51.0,8.0,50.0,6.0,69.0,6.0,27.0,4.0,47.0,3.0,29.0,3.0,85.0,8.0,258.6662551
1.0,88.0,6.0,22.0,10.0,44.0,7.0,68.0,8.0,86.0,9.0,7.0,2.0,37.0,5.0,76.0,8.0,263.1913395
2.0,40.0,3.0,5.0,2.0,43.0,6.0,86.0,5.0,30.0,3.0,58.0,3.0,26.0,5.0,69.0,1.0,170.0155323
1.0,54.0,5.0,91.0,7.0,82.0,2.0,56.0,2.0,46.0,3.0,91.0,2.0,52.0,7.0,30.0,8.0,296.55739049999994
1.0,97.0,9.0,23.0,10.0,57.0,8.0,76.0,3.0,83.0,2.0,78.0,5.0,69.0,8.0,22.0,2.0,306.99494949999996
2.0,99.0,10.0,11.0,8.0,84.0,2.0,12.0,7.0,79.0,9.0,49.0,2.0,38.0,5.0,83.0,10.0,244.8175084
1.0,75.0,2.0,7.0,2.0,75.0,10.0,59.0,6.0,50.0,8.0,98.0,6.0,69.0,4.0,69.0,2.0,288.7951906
2.0,100.0,1.0,78.0,10.0,73.0,8.0,19.0,5.0,91.0,10.0,58.0,3.0,66.0,1.0,44.0,4.0,210.1806839
1.0,58.0,10.0,58.0,9.0,44.0,10.0,13.0,2.0,13.0,10.0,65.0,5.0,82.0,6.0,62.0,6.0,301.8225278
2.0,71.0,7.0,36.0,1.0,96.0,3.0,17.0,9.0,82.0,6.0,89.0,10.0,81.0,1.0,86.0,2.0,206.1098142
1.0,95.0,1.0,38.0,3.0,69.0,10.0,20.0,1.0,30.0,4.0,3.0,4.0,85.0,2.0,38.0,3.0,265.6913231
1.0,61.0,1.0,90.0,1.0,48.0,5.0,1.0,2.0,74.0,3.0,54.0,7.0,9.0,1.0,81.0,6.0,222.1832349
2.0,16.0,3.0,74.0,1.0,18.0,5.0,50.0,10.0,33.0,4.0,26.0,2.0,72.0,2.0,27.0,5.0,229.8392096
1.0,46.0,6.0,48.0,9.0,8.0,3.0,6.0,10.0,85.0,5.0,62.0,1.0,100.0,8.0,36.0,5.0,286.43092740000003
2.0,97.0,5.0,3.0,1.0,32.0,3.0,45.0,3.0,1.0,5.0,52.0,4.0,1.0,4.0,49.0,7.0,183.9485457
2.0,84.0,5.0,62.0,10.0,30.0,3.0,9.0,5.0,33.0,10.0,100.0,6.0,73.0,5.0,64.0,6.0,237.74107479999998
1.0,37.0,8.0,49.0,3.0,33.0,4.0,26.0,4.0,61.0,7.0,86.0,3.0,30.0,6.0,99.0,6.0,268.2778393
2.0,1.0,1.0,76.0,9.0,28.0,8.0,52.0,10.0,48.0,1.0,91.0,10.0,65.0,6.0,5.0,2.0,197.28994409999999
2.0,2.0,5.0,80.0,4.0,62.0,8.0,2.0,10.0,17.0,2.0,78.0,10.0,25.0,9.0,43.0,8.0,154.33626669999998
1.0,26.0,9.0,29.0,4.0,24.0,6.0,55.0,7.0,33.0,2.0,84.0,2.0,72.0,10.0,47.0,5.0,312.93201839999995
1.0,37.0,7.0,21.0,10.0,4.0,1.0,88.0,6.0,40.0,3.0,88.0,7.0,79.0,7.0,68.0,2.0,305.7631657
1.0,1.0,1.0,70.0,6.0,23.0,2.0,38.0,5.0,29.0,9.0,41.0,5.0,76.0,6.0,69.0,2.0,250.53932179999998
1.0,17.0,10.0,82.0,8.0,3.0,9.0,14.0,4.0,93.0,9.0,35.0,3.0,32.0,4.0,29.0,7.0,246.32560629999998
2.0,2.0,9.0,57.0,7.0,82.0,10.0,3.0,6.0,36.0,6.0,2.0,9.0,31.0,10.0,77.0,3.0,139.1551383
1.0,76.0,8.0,91.0,2.0,88.0,3.0,23.0,2.0,77.0,2.0,11.0,2.0,1.0,10.0,51.0,7.0,283.754836
2.0,15.0,3.0,34.0,9.0,75.0,8.0,8.0,5.0,29.0,5.0,100.0,10.0,3.0,7.0,19.0,6.0,200.08272650000004
1.0,23.0,9.0,45.0,4.0,89.0,4.0,63.0,4.0,85.0,4.0,58.0,9.0,54.0,5.0,18.0,9.0,287.8231942
1.0,9.0,7.0,67.0,9.0,63.0,10.0,100.0,7.0,81.0,2.0,88.0,4.0,60.0,5.0,48.0,10.0,295.40368400000006
2.0,93.0,10.0,15.0,1.0,80.0,6.0,100.0,5.0,3.0,1.0,76.0,4.0,82.0,5.0,95.0,9.0,232.9283739
2.0,73.0,5.0,66.0,3.0,95.0,2.0,88.0,1.0,7.0,4.0,30.0,9.0,52.0,9.0,75.0,5.0,219.64862589999998
1.0,25.0,1.0,10.0,1.0,4.0,9.0,3.0,1.0,9.0,8.0,32.0,9.0,12.0,8.0,65.0,8.0,180.32048269999999
2.0,3.0,7.0,88.0,6.0,52.0,4.0,81.0,9.0,14.0,6.0,40.0,10.0,56.0,3.0,34.0,6.0,204.2979852
2.0,24.0,4.0,50.0,9.0,38.0,2.0,74.0,7.0,37.0,8.0,18.0,7.0,7.0,8.0,53.0,9.0,205.48032369999996
2.0,42.0,7.0,87.0,7.0,24.0,9.0,47.0,1.0,80.0,9.0,79.0,4.0,61.0,4.0,19.0,6.0,239.01073479999997
1.0,7.0,10.0,43.0,6.0,50.0,6.0,54.0,4.0,99.0,2.0,5.0,6.0,93.0,1.0,60.0,7.0,251.0969234
1.0,61.0,4.0,5.0,4.0,98.0,8.0,36.0,5.0,34.0,8.0,29.0,10.0,96.0,10.0,94.0,1.0,286.330885
2.0,85.0,4.0,6.0,7.0,50.0,9.0,92.0,1.0,61.0,1.0,36.0,7.0,37.0,6.0,35.0,1.0,187.5033017
1.0,20.0,7.0,55.0,5.0,2.0,1.0,5.0,7.0,41.0,6.0,57.0,7.0,4.0,5.0,99.0,3.0,219.1834369
2.0,92.0,8.0,28.0,6.0,7.0,9.0,19.0,8.0,26.0,4.0,81.0,7.0,19.0,9.0,67.0,2.0,174.01144899999997
2.0,46.0,4.0,54.0,8.0,62.0,1.0,50.0,6.0,2.0,4.0,96.0,1.0,93.0,1.0,8.0,8.0,195.2815984
1.0,49.0,4.0,82.0,3.0,47.0,4.0,8.0,5.0,56.0,5.0,54.0,2.0,67.0,7.0,64.0,10.0,291.18527339999997
2.0,61.0,2.0,83.0,3.0,24.0,7.0,74.0,10.0,62.0,9.0,88.0,10.0,99.0,10.0,37.0,9.0,277.0208413
1.0,33.0,6.0,44.0,10.0,39.0,3.0,28.0,9.0,66.0,5.0,79.0,1.0,66.0,9.0,48.0,6.0,300.5612932
2.0,58.0,2.0,78.0,8.0,85.0,3.0,25.0,5.0,27.0,4.0,80.0,7.0,77.0,9.0,80.0,5.0,262.7763443
1.0,74.0,7.0,49.0,1.0,72.0,2.0,82.0,7.0,100.0,5.0,35.0,9.0,43.0,2.0,31.0,5.0,274.3531981
2.0,11.0,6.0,4.0,5.0,46.0,4.0,80.0,6.0,55.0,3.0,36.0,6.0,57.0,9.0,39.0,8.0,225.3443915
2.0,100.0,4.0,97.0,10.0,66.0,3.0,38.0,2.0,87.0,10.0,69.0,3.0,83.0,10.0,9.0,6.0,267.9317159
2.0,32.0,4.0,88.0,6.0,67.0,1.0,40.0,10.0,67.0,6.0,72.0,9.0,30.0,3.0,45.0,4.0,203.18181400000003
2.0,19.0,3.0,12.0,5.0,26.0,2.0,29.0,9.0,64.0,3.0,37.0,10.0,47.0,9.0,37.0,10.0,248.09271149999998
2.0,83.0,8.0,36.0,6.0,50.0,7.0,62.0,10.0,96.0,9.0,73.0,2.0,81.0,5.0,33.0,9.0,261.8349786
2.0,56.0,4.0,90.0,4.0,81.0,9.0,67.0,7.0,67.0,5.0,61.0,4.0,98.0,1.0,28.0,5.0,231.96267989999998
2.0,98.0,4.0,34.0,7.0,33.0,9.0,19.0,10.0,97.0,7.0,81.0,7.0,24.0,6.0,67.0,4.0,196.27512810000002
2.0,38.0,9.0,26.0,1.0,25.0,9.0,39.0,8.0,96.0,1.0,92.0,7.0,98.0,7.0,29.0,2.0,245.0753601
2.0,55.0,8.0,55.0,1.0,96.0,3.0,99.0,10.0,68.0,2.0,31.0,3.0,91.0,8.0,72.0,7.0,273.5164768
2.0,84.0,10.0,95.0,8.0,95.0,6.0,55.0,9.0,88.0,9.0,36.0,10.0,1.0,6.0,17.0,5.0,236.7650619
2.0,43.0,3.0,17.0,2.0,3.0,5.0,85.0,6.0,85.0,4.0,95.0,9.0,58.0,5.0,9.0,6.0,212.31186959999997
2.0,1.0,6.0,22.0,2.0,35.0,9.0,27.0,7.0,16.0,1.0,85.0,6.0,78.0,5.0,14.0,8.0,224.0081137
1.0,6.0,5.0,57.0,5.0,45.0,8.0,29.0,2.0,86.0,8.0,84.0,8.0,88.0,7.0,55.0,8.0,291.44983870000004
1.0,33.0,5.0,76.0,10.0,88.0,5.0,43.0,5.0,94.0,6.0,80.0,6.0,26.0,5.0,34.0,6.0,267.27929470000004
2.0,87.0,1.0,20.0,9.0,46.0,8.0,7.0,6.0,21.0,1.0,74.0,1.0,31.0,7.0,51.0,2.0,173.95519910000002
1.0,16.0,7.0,81.0,1.0,62.0,8.0,86.0,4.0,87.0,10.0,55.0,6.0,72.0,6.0,73.0,9.0,309.4643161
