context,drawer(downsampling rate),drawer(frame rate),cpu(downsampling rate),cpu(frame rate),chair(downsampling rate),chair(frame rate),computer(downsampling rate),computer(frame rate),keyboard(downsampling rate),keyboard(frame rate),mouse(downsampling rate),mouse(frame rate),computer_2(downsampling rate),computer_2(frame rate),bag(downsampling rate),bag(frame rate),clothes(downsampling rate),clothes(frame rate),food(downsampling rate),food(frame rate),canister(downsampling rate),canister(frame rate),papers(downsampling rate),papers(frame rate),desk(downsampling rate),desk(frame rate),person_1(downsampling rate),person_1(frame rate),person_2(downsampling rate),person_2(frame rate),score
1.0,97.0,3.0,27.0,7.0,95.0,6.0,69.0,3.0,22.0,8.0,26.0,3.0,43.0,5.0,55.0,3.0,40.0,4.0,48.0,2.0,88.0,6.0,31.0,2.0,30.0,4.0,48.0,5.0,58.0,3.0,390.44564799999995
2.0,41.0,7.0,15.0,10.0,49.0,8.0,3.0,4.0,38.0,1.0,80.0,8.0,47.0,5.0,38.0,2.0,58.0,1.0,48.0,2.0,10.0,6.0,89.0,1.0,17.0,8.0,20.0,7.0,9.0,4.0,300.5004969000001
1.0,34.0,6.0,55.0,1.0,98.0,2.0,90.0,9.0,93.0,9.0,33.0,3.0,45.0,9.0,30.0,9.0,33.0,2.0,54.0,8.0,44.0,8.0,81.0,2.0,77.0,4.0,24.0,4.0,47.0,3.0,393.26504880000005
2.0,84.0,3.0,30.0,7.0,87.0,2.0,59.0,9.0,77.0,5.0,80.0,9.0,44.0,10.0,70.0,8.0,29.0,1.0,15.0,10.0,18.0,10.0,4.0,7.0,76.0,8.0,1.0,9.0,32.0,4.0,292.35545909999996
1.0,39.0,4.0,32.0,1.0,61.0,6.0,87.0,2.0,87.0,1.0,46.0,2.0,92.0,4.0,98.0,2.0,61.0,8.0,87.0,2.0,58.0,10.0,42.0,4.0,76.0,10.0,71.0,7.0,86.0,7.0,416.91476579999994
2.0,14.0,2.0,12.0,3.0,1.0,2.0,44.0,2.0,44.0,3.0,24.0,6.0,94.0,4.0,62.0,9.0,1.0,2.0,44.0,10.0,20.0,8.0,94.0,9.0,38.0,9.0,72.0,10.0,32.0,8.0,309.76394480000005
1.0,61.0,1.0,4.0,8.0,69.0,10.0,59.0,1.0,74.0,2.0,55.0,10.0,57.0,9.0,15.0,4.0,35.0,6.0,55.0,8.0,9.0,7.0,69.0,10.0,80.0,5.0,82.0,2.0,78.0,6.0,372.12047680000006
1.0,68.0,9.0,74.0,6.0,52.0,2.0,75.0,2.0,52.0,2.0,56.0,4.0,86.0,8.0,22.0,6.0,22.0,1.0,39.0,5.0,96.0,10.0,11.0,9.0,61.0,5.0,51.0,9.0,61.0,1.0,403.9365051
2.0,26.0,6.0,1.0,8.0,35.0,4.0,68.0,8.0,99.0,2.0,68.0,5.0,30.0,8.0,94.0,9.0,81.0,1.0,91.0,1.0,42.0,8.0,70.0,10.0,89.0,4.0,56.0,2.0,90.0,6.0,314.9163937
1.0,26.0,1.0,86.0,2.0,6.0,6.0,24.0,5.0,45.0,3.0,13.0,6.0,19.0,9.0,24.0,3.0,4.0,5.0,85.0,5.0,3.0,7.0,47.0,5.0,61.0,3.0,52.0,4.0,11.0,7.0,355.80179449999997
1.0,88.0,6.0,23.0,10.0,50.0,2.0,62.0,7.0,94.0,3.0,65.0,3.0,34.0,7.0,26.0,9.0,97.0,2.0,36.0,5.0,91.0,10.0,81.0,9.0,70.0,10.0,53.0,6.0,92.0,6.0,406.54552859999995
1.0,27.0,10.0,4.0,4.0,34.0,1.0,81.0,3.0,59.0,9.0,22.0,3.0,60.0,4.0,60.0,6.0,89.0,4.0,39.0,5.0,94.0,8.0,93.0,6.0,93.0,10.0,26.0,7.0,57.0,2.0,402.4052248
2.0,38.0,10.0,74.0,10.0,9.0,9.0,86.0,4.0,67.0,2.0,67.0,3.0,29.0,1.0,36.0,1.0,61.0,8.0,32.0,7.0,17.0,1.0,8.0,6.0,96.0,2.0,79.0,3.0,67.0,5.0,324.87175929999995
2.0,40.0,2.0,68.0,9.0,45.0,4.0,71.0,8.0,83.0,2.0,85.0,10.0,91.0,6.0,29.0,6.0,3.0,6.0,81.0,3.0,43.0,6.0,96.0,9.0,77.0,6.0,88.0,7.0,34.0,3.0,348.3150443
2.0,26.0,3.0,5.0,10.0,70.0,7.0,50.0,10.0,68.0,1.0,75.0,1.0,47.0,9.0,32.0,2.0,20.0,5.0,100.0,7.0,29.0,1.0,5.0,3.0,37.0,2.0,11.0,5.0,53.0,1.0,297.96117810000004
1.0,59.0,2.0,16.0,10.0,62.0,10.0,96.0,2.0,91.0,6.0,82.0,1.0,26.0,4.0,92.0,2.0,60.0,10.0,54.0,6.0,50.0,7.0,11.0,3.0,67.0,4.0,37.0,8.0,100.0,4.0,395.57078170000005
2.0,31.0,10.0,21.0,4.0,91.0,8.0,61.0,7.0,47.0,4.0,89.0,4.0,49.0,2.0,85.0,7.0,73.0,5.0,92.0,1.0,58.0,1.0,18.0,9.0,60.0,1.0,35.0,9.0,3.0,7.0,347.14216029999994
1.0,24.0,2.0,87.0,7.0,48.0,6.0,35.0,8.0,25.0,9.0,78.0,7.0,51.0,10.0,45.0,2.0,82.0,1.0,86.0,2.0,87.0,6.0,20.0,9.0,34.0,9.0,55.0,9.0,59.0,7.0,396.2927642
1.0,58.0,5.0,29.0,4.0,56.0,1.0,9.0,7.0,90.0,9.0,44.0,7.0,33.0,7.0,2.0,7.0,89.0,7.0,74.0,4.0,81.0,2.0,47.0,3.0,13.0,1.0,16.0,9.0,94.0,5.0,350.3871030000001
2.0,73.0,8.0,93.0,3.0,88.0,1.0,78.0,7.0,15.0,6.0,71.0,7.0,56.0,6.0,53.0,1.0,60.0,1.0,88.0,4.0,83.0,8.0,34.0,10.0,93.0,4.0,71.0,9.0,25.0,9.0,353.5960986
2.0,21.0,3.0,18.0,4.0,53.0,9.0,53.0,10.0,60.0,3.0,92.0,1.0,24.0,8.0,11.0,6.0,66.0,5.0,88.0,8.0,5.0,8.0,47.0,7.0,6.0,8.0,22.0,7.0,93.0,8.0,304.54928290000004
1.0,28.0,4.0,57.0,6.0,37.0,8.0,99.0,7.0,79.0,3.0,54.0,8.0,4.0,1.0,78.0,1.0,80.0,4.0,50.0,4.0,98.0,5.0,86.0,1.0,47.0,2.0,51.0,4.0,44.0,5.0,365.1328632
1.0,59.0,2.0,75.0,4.0,22.0,6.0,26.0,5.0,96.0,4.0,3.0,4.0,59.0,5.0,73.0,3.0,100.0,5.0,83.0,8.0,1.0,5.0,65.0,6.0,33.0,4.0,6.0,3.0,19.0,6.0,341.64500080000005
2.0,67.0,8.0,94.0,1.0,73.0,2.0,98.0,7.0,3.0,10.0,94.0,10.0,57.0,4.0,92.0,10.0,16.0,1.0,70.0,6.0,69.0,9.0,62.0,4.0,8.0,5.0,1.0,10.0,17.0,1.0,274.3163963
2.0,74.0,4.0,26.0,6.0,8.0,5.0,57.0,10.0,32.0,10.0,90.0,10.0,50.0,9.0,17.0,7.0,41.0,10.0,11.0,3.0,90.0,9.0,32.0,10.0,39.0,9.0,71.0,5.0,38.0,9.0,324.5375304
1.0,73.0,8.0,97.0,2.0,2.0,9.0,64.0,8.0,77.0,1.0,88.0,8.0,58.0,7.0,46.0,7.0,93.0,4.0,18.0,7.0,2.0,1.0,23.0,8.0,91.0,7.0,35.0,5.0,29.0,5.0,367.4645843
1.0,77.0,10.0,78.0,2.0,1.0,6.0,86.0,9.0,67.0,7.0,52.0,2.0,75.0,6.0,99.0,2.0,51.0,8.0,75.0,1.0,74.0,7.0,4.0,6.0,83.0,1.0,27.0,5.0,73.0,9.0,344.80790339999993
1.0,13.0,6.0,42.0,2.0,92.0,3.0,31.0,1.0,6.0,9.0,49.0,1.0,95.0,8.0,44.0,4.0,38.0,7.0,7.0,4.0,63.0,3.0,86.0,2.0,35.0,1.0,38.0,1.0,17.0,9.0,350.933168
2.0,57.0,2.0,57.0,10.0,20.0,3.0,27.0,10.0,6.0,9.0,56.0,5.0,19.0,3.0,9.0,10.0,4.0,7.0,94.0,8.0,71.0,8.0,71.0,3.0,39.0,3.0,28.0,7.0,12.0,8.0,324.93645490000006
1.0,9.0,9.0,87.0,2.0,84.0,4.0,74.0,4.0,100.0,6.0,48.0,3.0,36.0,10.0,71.0,8.0,75.0,4.0,69.0,3.0,85.0,3.0,8.0,6.0,12.0,5.0,43.0,1.0,1.0,6.0,331.90502339999995
2.0,8.0,1.0,20.0,6.0,61.0,8.0,9.0,6.0,83.0,1.0,64.0,1.0,8.0,9.0,92.0,10.0,71.0,5.0,25.0,7.0,51.0,3.0,58.0,5.0,9.0,2.0,82.0,7.0,93.0,3.0,306.2631877
2.0,12.0,2.0,39.0,2.0,47.0,9.0,96.0,3.0,79.0,1.0,7.0,5.0,26.0,6.0,11.0,2.0,1.0,10.0,15.0,10.0,43.0,7.0,23.0,9.0,2.0,7.0,86.0,6.0,51.0,2.0,297.0888669
2.0,15.0,2.0,48.0,5.0,52.0,5.0,60.0,6.0,52.0,8.0,42.0,9.0,75.0,10.0,78.0,2.0,46.0,8.0,41.0,10.0,19.0,2.0,43.0,6.0,7.0,10.0,6.0,1.0,2.0,1.0,257.8984722
1.0,91.0,2.0,86.0,10.0,93.0,10.0,93.0,9.0,15.0,6.0,70.0,4.0,7.0,8.0,26.0,8.0,49.0,4.0,44.0,3.0,5.0,3.0,66.0,8.0,39.0,9.0,66.0,3.0,13.0,3.0,353.1675528
1.0,19.0,7.0,86.0,8.0,16.0,5.0,91.0,8.0,45.0,8.0,54.0,1.0,3.0,2.0,9.0,4.0,42.0,3.0,7.0,5.0,45.0,1.0,78.0,8.0,83.0,7.0,87.0,5.0,76.0,5.0,351.17633789999996
2.0,29.0,8.0,54.0,3.0,87.0,6.0,17.0,6.0,73.0,1.0,28.0,1.0,21.0,3.0,33.0,9.0,21.0,3.0,73.0,2.0,39.0,9.0,61.0,6.0,26.0,10.0,27.0,6.0,51.0,9.0,327.6630263
1.0,80.0,3.0,54.0,4.0,71.0,5.0,61.0,6.0,4.0,8.0,25.0,8.0,37.0,6.0,55.0,3.0,15.0,1.0,34.0,5.0,56.0,5.0,5.0,9.0,60.0,2.0,84.0,6.0,10.0,9.0,363.4804868
1.0,58.0,8.0,24.0,9.0,7.0,6.0,8.0,4.0,64.0,5.0,78.0,4.0,43.0,6.0,32.0,5.0,37.0,7.0,14.0,9.0,71.0,8.0,22.0,2.0,77.0,6.0,94.0,2.0,8.0,3.0,334.8789097
2.0,5.0,7.0,6.0,7.0,13.0,5.0,8.0,2.0,73.0,2.0,94.0,2.0,75.0,9.0,53.0,1.0,34.0,1.0,84.0,6.0,65.0,6.0,7.0,3.0,31.0,6.0,97.0,8.0,56.0,1.0,322.04765160000005
1.0,14.0,5.0,50.0,6.0,99.0,10.0,12.0,2.0,74.0,3.0,59.0,7.0,27.0,8.0,4.0,4.0,3.0,4.0,89.0,4.0,1.0,7.0,88.0,5.0,44.0,1.0,98.0,2.0,92.0,6.0,344.32480620000007
1.0,91.0,7.0,92.0,5.0,35.0,9.0,90.0,5.0,27.0,10.0,25.0,4.0,66.0,6.0,33.0,5.0,25.0,8.0,46.0,10.0,72.0,1.0,99.0,7.0,6.0,1.0,51.0,10.0,21.0,8.0,387.85272390000006
2.0,86.0,8.0,11.0,7.0,97.0,6.0,29.0,10.0,49.0,9.0,1.0,5.0,81.0,8.0,77.0,3.0,94.0,10.0,36.0,5.0,31.0,1.0,62.0,7.0,18.0,1.0,30.0,6.0,83.0,6.0,331.9120548
1.0,73.0,5.0,18.0,2.0,17.0,5.0,98.0,7.0,32.0,8.0,24.0,8.0,60.0,6.0,61.0,5.0,23.0,5.0,23.0,2.0,25.0,8.0,93.0,9.0,66.0,3.0,23.0,6.0,88.0,6.0,397.37945490000004
2.0,5.0,6.0,49.0,9.0,24.0,4.0,100.0,4.0,59.0,10.0,74.0,2.0,81.0,9.0,23.0,2.0,96.0,7.0,99.0,3.0,28.0,9.0,97.0,3.0,99.0,10.0,57.0,9.0,75.0,3.0,348.4297413
1.0,22.0,3.0,36.0,7.0,28.0,8.0,8.0,5.0,58.0,3.0,1.0,1.0,85.0,6.0,66.0,6.0,66.0,3.0,49.0,2.0,30.0,5.0,42.0,9.0,94.0,10.0,81.0,9.0,76.0,3.0,387.2549572000001
1.0,20.0,5.0,19.0,4.0,11.0,7.0,96.0,7.0,17.0,6.0,30.0,8.0,7.0,4.0,41.0,5.0,97.0,4.0,38.0,4.0,90.0,7.0,69.0,6.0,79.0,8.0,78.0,6.0,29.0,3.0,371.8350073
2.0,69.0,7.0,42.0,7.0,24.0,6.0,12.0,3.0,71.0,3.0,89.0,4.0,29.0,1.0,89.0,10.0,57.0,6.0,97.0,6.0,91.0,5.0,87.0,8.0,84.0,4.0,32.0,8.0,56.0,6.0,343.0791825
1.0,16.0,8.0,89.0,10.0,93.0,5.0,68.0,2.0,70.0,3.0,72.0,7.0,3.0,5.0,100.0,1.0,86.0,6.0,5.0,8.0,47.0,5.0,9.0,8.0,89.0,10.0,71.0,8.0,66.0,5.0,347.7463855
1.0,58.0,1.0,50.0,3.0,55.0,9.0,4.0,7.0,84.0,6.0,75.0,8.0,30.0,4.0,24.0,7.0,53.0,3.0,34.0,3.0,39.0,7.0,69.0,6.0,66.0,1.0,66.0,8.0,34.0,4.0,369.2572727
1.0,28.0,8.0,15.0,10.0,14.0,8.0,85.0,8.0,38.0,8.0,42.0,2.0,18.0,7.0,83.0,9.0,60.0,9.0,54.0,3.0,60.0,4.0,52.0,4.0,94.0,8.0,5.0,8.0,24.0,8.0,343.53186850000003
2.0,60.0,1.0,86.0,10.0,69.0,10.0,57.0,8.0,45.0,4.0,10.0,3.0,88.0,5.0,18.0,1.0,60.0,8.0,83.0,9.0,79.0,7.0,38.0,7.0,45.0,1.0,3.0,5.0,26.0,9.0,285.7231088
1.0,54.0,6.0,46.0,5.0,21.0,5.0,45.0,3.0,84.0,9.0,87.0,10.0,31.0,1.0,6.0,6.0,36.0,5.0,31.0,7.0,80.0,5.0,100.0,4.0,1.0,4.0,2.0,7.0,51.0,8.0,302.04520690000004
2.0,87.0,2.0,12.0,4.0,18.0,1.0,26.0,9.0,86.0,1.0,29.0,8.0,43.0,3.0,8.0,9.0,11.0,7.0,31.0,10.0,8.0,3.0,21.0,7.0,70.0,10.0,46.0,1.0,22.0,10.0,287.390577
1.0,23.0,9.0,23.0,4.0,22.0,3.0,21.0,4.0,57.0,3.0,90.0,8.0,14.0,5.0,31.0,7.0,45.0,8.0,37.0,5.0,8.0,10.0,50.0,2.0,91.0,8.0,30.0,8.0,69.0,3.0,383.0751945
1.0,45.0,9.0,45.0,6.0,64.0,5.0,60.0,3.0,73.0,3.0,9.0,7.0,35.0,4.0,100.0,1.0,75.0,10.0,93.0,5.0,91.0,10.0,8.0,10.0,80.0,8.0,5.0,9.0,28.0,8.0,337.7249003
2.0,34.0,4.0,34.0,2.0,25.0,4.0,2.0,1.0,81.0,3.0,3.0,8.0,55.0,10.0,45.0,3.0,97.0,10.0,58.0,3.0,31.0,5.0,3.0,10.0,28.0,8.0,91.0,2.0,12.0,6.0,280.66818
1.0,49.0,10.0,42.0,5.0,20.0,1.0,88.0,1.0,3.0,3.0,31.0,6.0,21.0,5.0,37.0,1.0,56.0,6.0,85.0,3.0,20.0,10.0,30.0,8.0,18.0,2.0,53.0,4.0,19.0,7.0,365.21139480000005
2.0,53.0,3.0,52.0,5.0,53.0,4.0,62.0,5.0,37.0,7.0,40.0,9.0,60.0,2.0,12.0,5.0,26.0,4.0,65.0,7.0,22.0,6.0,72.0,1.0,63.0,9.0,18.0,6.0,99.0,3.0,330.787098
2.0,33.0,10.0,75.0,8.0,52.0,3.0,94.0,2.0,48.0,1.0,44.0,8.0,21.0,8.0,92.0,8.0,42.0,6.0,81.0,4.0,14.0,2.0,63.0,7.0,87.0,9.0,60.0,3.0,71.0,9.0,328.27930879999997
1.0,60.0,5.0,88.0,2.0,3.0,6.0,68.0,1.0,21.0,4.0,84.0,9.0,10.0,8.0,93.0,5.0,24.0,6.0,68.0,2.0,53.0,6.0,26.0,7.0,70.0,2.0,65.0,8.0,54.0,1.0,359.73750100000007
1.0,74.0,7.0,26.0,3.0,24.0,5.0,68.0,10.0,60.0,2.0,27.0,5.0,49.0,9.0,58.0,5.0,33.0,8.0,55.0,1.0,47.0,7.0,48.0,9.0,73.0,8.0,74.0,7.0,39.0,6.0,408.1472367
1.0,61.0,9.0,93.0,4.0,24.0,2.0,28.0,1.0,87.0,1.0,9.0,3.0,38.0,10.0,5.0,5.0,71.0,2.0,13.0,6.0,36.0,3.0,51.0,8.0,49.0,5.0,97.0,1.0,74.0,3.0,350.0205117
1.0,72.0,7.0,70.0,5.0,49.0,9.0,11.0,8.0,66.0,6.0,60.0,3.0,11.0,7.0,1.0,4.0,9.0,1.0,89.0,5.0,60.0,10.0,37.0,7.0,25.0,4.0,8.0,9.0,46.0,3.0,319.64252020000004
1.0,84.0,7.0,31.0,3.0,94.0,3.0,5.0,6.0,31.0,6.0,26.0,8.0,62.0,10.0,99.0,7.0,77.0,4.0,96.0,5.0,11.0,1.0,51.0,7.0,91.0,4.0,92.0,8.0,46.0,8.0,378.87015840000004
2.0,25.0,10.0,64.0,2.0,10.0,6.0,71.0,7.0,25.0,10.0,41.0,3.0,2.0,6.0,20.0,3.0,10.0,8.0,68.0,10.0,67.0,4.0,19.0,8.0,30.0,6.0,59.0,2.0,80.0,5.0,284.22863159999997
1.0,76.0,9.0,2.0,3.0,59.0,10.0,46.0,5.0,15.0,3.0,87.0,9.0,29.0,6.0,32.0,1.0,59.0,2.0,13.0,5.0,56.0,8.0,43.0,7.0,8.0,7.0,33.0,6.0,57.0,1.0,363.79135750000006
1.0,77.0,5.0,61.0,5.0,80.0,10.0,30.0,10.0,63.0,2.0,88.0,4.0,90.0,6.0,5.0,9.0,77.0,5.0,19.0,7.0,35.0,7.0,86.0,5.0,27.0,10.0,63.0,10.0,92.0,6.0,405.1256497
1.0,42.0,9.0,86.0,9.0,3.0,2.0,100.0,3.0,60.0,2.0,12.0,6.0,81.0,10.0,18.0,6.0,79.0,9.0,49.0,5.0,99.0,2.0,84.0,6.0,86.0,3.0,27.0,10.0,23.0,5.0,388.99040099999996
1.0,39.0,6.0,27.0,5.0,33.0,6.0,69.0,3.0,59.0,4.0,66.0,8.0,22.0,7.0,31.0,2.0,35.0,5.0,79.0,3.0,4.0,9.0,41.0,8.0,73.0,2.0,5.0,7.0,69.0,5.0,346.9476095
1.0,99.0,7.0,17.0,4.0,81.0,10.0,61.0,10.0,60.0,4.0,60.0,10.0,60.0,2.0,34.0,8.0,10.0,4.0,76.0,8.0,43.0,1.0,65.0,1.0,95.0,5.0,42.0,10.0,54.0,1.0,413.8550291
1.0,55.0,1.0,52.0,1.0,69.0,4.0,87.0,1.0,5.0,2.0,76.0,7.0,71.0,3.0,73.0,7.0,40.0,5.0,86.0,2.0,79.0,4.0,35.0,9.0,8.0,6.0,40.0,6.0,81.0,8.0,379.56148729999995
1.0,68.0,5.0,90.0,9.0,49.0,9.0,35.0,7.0,80.0,2.0,62.0,4.0,90.0,8.0,31.0,1.0,44.0,7.0,92.0,1.0,3.0,1.0,50.0,10.0,8.0,4.0,28.0,5.0,49.0,8.0,373.74238130000003
2.0,52.0,8.0,46.0,5.0,21.0,8.0,18.0,4.0,92.0,10.0,14.0,4.0,27.0,10.0,40.0,3.0,89.0,2.0,12.0,10.0,57.0,7.0,6.0,6.0,55.0,9.0,52.0,10.0,78.0,5.0,347.01343779999996
2.0,68.0,1.0,67.0,8.0,85.0,7.0,19.0,5.0,47.0,10.0,96.0,9.0,48.0,9.0,48.0,2.0,61.0,4.0,25.0,5.0,24.0,10.0,81.0,7.0,78.0,1.0,40.0,4.0,40.0,8.0,332.6685884
2.0,74.0,5.0,78.0,2.0,22.0,2.0,77.0,8.0,100.0,10.0,46.0,5.0,28.0,6.0,99.0,9.0,61.0,6.0,57.0,10.0,5.0,3.0,86.0,1.0,9.0,3.0,14.0,6.0,30.0,2.0,302.40699170000005
2.0,66.0,6.0,13.0,8.0,92.0,10.0,55.0,9.0,48.0,10.0,97.0,9.0,2.0,4.0,46.0,5.0,44.0,2.0,3.0,9.0,44.0,7.0,41.0,3.0,53.0,8.0,62.0,3.0,94.0,4.0,287.1995563
1.0,52.0,5.0,55.0,2.0,81.0,6.0,87.0,2.0,19.0,10.0,9.0,2.0,38.0,7.0,12.0,10.0,81.0,9.0,51.0,4.0,92.0,8.0,8.0,5.0,63.0,6.0,94.0,5.0,2.0,7.0,382.08619180000005
2.0,30.0,2.0,88.0,9.0,61.0,3.0,36.0,9.0,23.0,2.0,40.0,2.0,11.0,9.0,2.0,4.0,71.0,5.0,28.0,5.0,35.0,6.0,34.0,5.0,29.0,7.0,97.0,4.0,79.0,3.0,312.7972092
1.0,5.0,7.0,43.0,3.0,75.0,5.0,76.0,1.0,90.0,8.0,14.0,5.0,26.0,10.0,7.0,4.0,90.0,5.0,16.0,3.0,57.0,9.0,79.0,4.0,3.0,8.0,60.0,5.0,76.0,6.0,355.3409275
2.0,42.0,4.0,77.0,1.0,24.0,6.0,49.0,9.0,18.0,9.0,47.0,9.0,71.0,2.0,40.0,2.0,6.0,8.0,25.0,10.0,28.0,4.0,100.0,3.0,27.0,9.0,17.0,7.0,30.0,5.0,317.0018867
1.0,73.0,9.0,19.0,4.0,88.0,6.0,78.0,3.0,59.0,6.0,57.0,6.0,81.0,1.0,10.0,4.0,7.0,5.0,37.0,5.0,59.0,6.0,61.0,4.0,39.0,1.0,89.0,8.0,92.0,5.0,411.0168407
1.0,60.0,10.0,77.0,1.0,100.0,3.0,31.0,4.0,92.0,10.0,17.0,10.0,40.0,5.0,41.0,6.0,8.0,8.0,58.0,4.0,41.0,3.0,22.0,2.0,68.0,2.0,91.0,2.0,29.0,2.0,369.0447596
1.0,90.0,1.0,13.0,10.0,41.0,8.0,1.0,8.0,89.0,5.0,17.0,8.0,73.0,3.0,6.0,1.0,90.0,2.0,62.0,4.0,22.0,4.0,59.0,8.0,82.0,9.0,44.0,8.0,13.0,9.0,366.486838
2.0,22.0,6.0,67.0,4.0,68.0,8.0,17.0,8.0,67.0,8.0,42.0,8.0,78.0,3.0,85.0,5.0,34.0,10.0,14.0,2.0,95.0,2.0,17.0,3.0,43.0,3.0,28.0,2.0,37.0,9.0,306.7913461
1.0,1.0,4.0,85.0,2.0,3.0,10.0,73.0,5.0,80.0,10.0,78.0,8.0,68.0,10.0,61.0,4.0,8.0,9.0,66.0,3.0,32.0,7.0,90.0,10.0,44.0,3.0,2.0,5.0,86.0,7.0,309.81079869999996
1.0,76.0,8.0,8.0,5.0,6.0,6.0,83.0,3.0,80.0,7.0,88.0,7.0,34.0,3.0,33.0,6.0,100.0,2.0,68.0,1.0,5.0,5.0,46.0,4.0,50.0,9.0,46.0,5.0,85.0,5.0,379.1313615
1.0,42.0,9.0,13.0,10.0,44.0,5.0,35.0,2.0,39.0,10.0,76.0,4.0,31.0,8.0,4.0,7.0,58.0,5.0,83.0,7.0,25.0,6.0,7.0,3.0,21.0,5.0,83.0,2.0,77.0,1.0,335.16343129999996
2.0,55.0,1.0,76.0,1.0,76.0,3.0,51.0,10.0,99.0,6.0,4.0,9.0,75.0,10.0,55.0,1.0,51.0,3.0,28.0,7.0,100.0,7.0,43.0,5.0,60.0,2.0,70.0,6.0,63.0,2.0,351.53258910000005
1.0,71.0,8.0,26.0,4.0,15.0,9.0,74.0,2.0,40.0,8.0,71.0,8.0,41.0,4.0,70.0,4.0,8.0,4.0,60.0,9.0,92.0,4.0,75.0,4.0,93.0,9.0,32.0,7.0,94.0,2.0,402.4427882
2.0,76.0,3.0,68.0,3.0,64.0,5.0,9.0,5.0,52.0,3.0,38.0,9.0,46.0,8.0,94.0,6.0,57.0,7.0,5.0,3.0,50.0,3.0,7.0,2.0,21.0,7.0,18.0,8.0,22.0,9.0,300.6769866
1.0,23.0,6.0,49.0,2.0,89.0,2.0,36.0,8.0,25.0,4.0,51.0,7.0,7.0,4.0,59.0,2.0,36.0,6.0,75.0,7.0,27.0,7.0,9.0,6.0,96.0,8.0,77.0,9.0,73.0,7.0,363.35103599999997
1.0,45.0,4.0,71.0,4.0,75.0,2.0,6.0,10.0,57.0,8.0,61.0,6.0,77.0,4.0,9.0,4.0,79.0,3.0,98.0,5.0,1.0,8.0,7.0,10.0,100.0,5.0,63.0,4.0,11.0,8.0,349.4157801
2.0,63.0,3.0,74.0,9.0,28.0,10.0,95.0,10.0,32.0,7.0,86.0,2.0,83.0,2.0,54.0,10.0,98.0,9.0,63.0,5.0,84.0,7.0,90.0,3.0,1.0,6.0,1.0,7.0,55.0,3.0,270.0740599
2.0,43.0,3.0,20.0,9.0,89.0,9.0,99.0,1.0,35.0,10.0,47.0,10.0,95.0,7.0,79.0,9.0,66.0,10.0,17.0,9.0,20.0,8.0,4.0,3.0,11.0,5.0,26.0,9.0,71.0,6.0,322.23645080000006
2.0,12.0,10.0,29.0,4.0,47.0,6.0,34.0,7.0,63.0,9.0,46.0,8.0,6.0,4.0,71.0,9.0,51.0,1.0,72.0,7.0,33.0,2.0,53.0,2.0,69.0,6.0,87.0,7.0,70.0,2.0,336.0518825
1.0,75.0,1.0,48.0,1.0,37.0,4.0,15.0,7.0,31.0,8.0,57.0,7.0,5.0,8.0,87.0,10.0,39.0,4.0,90.0,6.0,35.0,7.0,28.0,4.0,56.0,10.0,24.0,4.0,15.0,7.0,341.9220399
2.0,62.0,9.0,60.0,7.0,3.0,2.0,89.0,10.0,88.0,9.0,42.0,8.0,14.0,9.0,65.0,6.0,20.0,1.0,52.0,9.0,56.0,3.0,98.0,5.0,16.0,2.0,34.0,10.0,90.0,1.0,315.04381930000005
1.0,15.0,10.0,12.0,4.0,100.0,2.0,6.0,1.0,12.0,3.0,74.0,4.0,18.0,7.0,73.0,1.0,41.0,1.0,41.0,8.0,47.0,1.0,42.0,4.0,65.0,5.0,40.0,7.0,48.0,6.0,358.10117899999995
2.0,70.0,1.0,60.0,4.0,50.0,7.0,57.0,5.0,63.0,2.0,67.0,3.0,56.0,1.0,1.0,4.0,66.0,10.0,70.0,2.0,14.0,2.0,71.0,4.0,38.0,2.0,44.0,9.0,35.0,1.0,339.2905084
2.0,97.0,8.0,97.0,3.0,88.0,2.0,8.0,4.0,88.0,8.0,80.0,9.0,6.0,1.0,73.0,1.0,70.0,3.0,86.0,2.0,59.0,2.0,44.0,8.0,53.0,9.0,33.0,4.0,75.0,8.0,314.858411
2.0,96.0,4.0,41.0,3.0,98.0,9.0,84.0,10.0,67.0,6.0,15.0,10.0,84.0,9.0,5.0,3.0,19.0,6.0,58.0,2.0,96.0,2.0,87.0,3.0,99.0,8.0,54.0,1.0,100.0,10.0,329.77434869999996
1.0,81.0,9.0,54.0,6.0,49.0,2.0,49.0,4.0,21.0,2.0,35.0,5.0,68.0,4.0,68.0,5.0,92.0,8.0,60.0,10.0,1.0,1.0,72.0,10.0,47.0,9.0,23.0,9.0,84.0,9.0,400.69166429999996
1.0,63.0,5.0,72.0,2.0,36.0,8.0,100.0,1.0,8.0,2.0,46.0,6.0,83.0,9.0,55.0,4.0,19.0,7.0,79.0,10.0,71.0,8.0,80.0,5.0,24.0,10.0,11.0,5.0,94.0,8.0,367.70230549999997
1.0,32.0,5.0,65.0,8.0,82.0,2.0,29.0,2.0,7.0,5.0,75.0,10.0,95.0,1.0,7.0,6.0,66.0,4.0,11.0,1.0,23.0,9.0,19.0,7.0,71.0,8.0,40.0,7.0,99.0,2.0,392.81969810000004
